session_id,record_id,site,station_id,space_id,cluster_id,user_id,connection_time_utc,disconnect_time_utc,done_charging_time_utc,kwh_delivered,source_max_power_kw,user_inputs_json,source_file,source_row_number,extraction_start_utc,extraction_end_utc_exclusive,session_id_derived
19_102_260_1634_2019-03-29 16:30:37.914117,5cd1d481f9af8b68f0e96719,office001,19-102-260-1634,03,0102,,2019-03-29T16:30:38+00:00,2019-03-29T20:03:10+00:00,2019-03-29T20:03:06+00:00,22.407,,[],office001_2019_raw.jsonl,10,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1635_2019-03-28 00:32:32.796410,5cd1d47ef9af8b68f0e96718,office001,19-102-260-1635,01,0102,,2019-03-28T00:32:33+00:00,2019-03-28T03:26:12+00:00,2019-03-28T03:23:22+00:00,17.591,,[],office001_2019_raw.jsonl,11,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-03-27 18:28:00.642220,5cd1d47ef9af8b68f0e96717,office001,19-102-260-1640,08,0102,,2019-03-27T18:28:01+00:00,2019-03-28T00:37:47+00:00,2019-03-27T21:44:03+00:00,10.688,,[],office001_2019_raw.jsonl,12,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-03-26 18:33:56.204855,5cd1d47df9af8b68f0e96716,office001,19-102-260-1640,08,0102,,2019-03-26T18:33:56+00:00,2019-03-27T00:45:33+00:00,2019-03-26T22:30:58+00:00,12.978,,[],office001_2019_raw.jsonl,13,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-03-25 21:27:32.338192,5cd1d47af9af8b68f0e96715,office001,19-102-260-1640,08,0102,,2019-03-25T21:27:32+00:00,2019-03-26T03:32:03+00:00,2019-03-26T02:10:40+00:00,28.33,,[],office001_2019_raw.jsonl,14,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-03-25 17:19:26.896309,5cd1d47af9af8b68f0e96714,office001,19-102-260-1634,03,0102,,2019-03-25T17:19:27+00:00,2019-03-26T00:38:50+00:00,2019-03-25T18:00:49+00:00,3.658,,[],office001_2019_raw.jsonl,15,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-03-25 16:24:42.408146,5cd1d47af9af8b68f0e96713,office001,19-102-260-1633,02,0102,,2019-03-25T16:24:42+00:00,2019-03-26T01:32:12+00:00,2019-03-25T17:32:48+00:00,6.146,,[],office001_2019_raw.jsonl,16,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-05-03 22:14:13.790006,5ce1f50df9af8b1e761ad709,office001,19-102-260-1640,08,0102,,2019-05-03T22:14:14+00:00,2019-05-04T03:19:38+00:00,2019-05-04T00:26:26+00:00,13.159,,[],office001_2019_raw.jsonl,17,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-05-03 20:43:43.760009,5ce1f50df9af8b1e761ad708,office001,19-102-260-1636,06,0102,,2019-05-03T20:43:44+00:00,2019-05-04T01:36:12+00:00,2019-05-03T23:27:27+00:00,9.102,,[],office001_2019_raw.jsonl,18,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-05-03 19:34:26.517503,5ce1f50df9af8b1e761ad707,office001,19-102-260-1639,05,0102,,2019-05-03T19:34:27+00:00,2019-05-04T01:31:13+00:00,2019-05-04T01:31:00+00:00,35.912,,[],office001_2019_raw.jsonl,19,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-05-03 18:24:51.443937,5ce1f50df9af8b1e761ad706,office001,19-102-260-1638,04,0102,,2019-05-03T18:24:51+00:00,2019-05-03T19:09:59+00:00,2019-05-03T19:09:54+00:00,4.795,,[],office001_2019_raw.jsonl,20,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-05-03 18:21:36.098592,5ce1f50df9af8b1e761ad705,office001,19-102-260-1636,06,0102,,2019-05-03T18:21:36+00:00,2019-05-03T19:04:49+00:00,2019-05-03T19:04:45+00:00,2.428,,[],office001_2019_raw.jsonl,21,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-05-03 16:03:46.256273,5ce1f50df9af8b1e761ad704,office001,19-102-260-1633,02,0102,,2019-05-03T16:03:46+00:00,2019-05-03T21:32:33+00:00,2019-05-03T17:06:53+00:00,5.661,,[],office001_2019_raw.jsonl,22,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-05-02 21:31:01.640058,5ce0a38df9af8b1a6c3a4fc5,office001,19-102-260-1640,08,0102,,2019-05-02T21:31:02+00:00,2019-05-03T03:47:57+00:00,2019-05-03T03:16:29+00:00,33.745,,[],office001_2019_raw.jsonl,23,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-05-02 18:26:15.891966,5ce0a38df9af8b1a6c3a4fc4,office001,19-102-260-1636,06,0102,,2019-05-02T18:26:16+00:00,2019-05-03T02:00:38+00:00,2019-05-02T21:19:11+00:00,9.562,,[],office001_2019_raw.jsonl,24,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-05-02 16:35:06.090848,5ce0a38df9af8b1a6c3a4fc3,office001,19-102-260-1633,02,0102,,2019-05-02T16:35:06+00:00,2019-05-02T23:06:25+00:00,2019-05-02T17:28:41+00:00,4.719,,[],office001_2019_raw.jsonl,25,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-05-01 18:17:23.971924,5cdf520df9af8b14963289ab,office001,19-102-260-1636,06,0102,,2019-05-01T18:17:24+00:00,2019-05-02T01:57:29+00:00,2019-05-01T22:00:18+00:00,12.335,,[],office001_2019_raw.jsonl,26,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-05-01 17:16:32.075006,5cdf520df9af8b14963289aa,office001,19-102-260-1634,03,0102,,2019-05-01T17:16:32+00:00,2019-05-02T00:49:28+00:00,2019-05-01T20:55:58+00:00,18.646,,[],office001_2019_raw.jsonl,27,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-05-01 16:05:36.809286,5cdf520df9af8b14963289a9,office001,19-102-260-1633,02,0102,,2019-05-01T16:05:37+00:00,2019-05-01T23:16:51+00:00,2019-05-01T17:09:58+00:00,5.763,,[],office001_2019_raw.jsonl,28,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-30 21:22:23.252945,5cde008ef9af8b123da39233,office001,19-102-260-1640,08,0102,,2019-04-30T21:22:23+00:00,2019-05-01T03:38:16+00:00,2019-05-01T02:54:58+00:00,33.127,,[],office001_2019_raw.jsonl,29,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-04-30 17:37:47.589962,5cde008ef9af8b123da39232,office001,19-102-260-1639,05,0102,,2019-04-30T17:37:48+00:00,2019-04-30T21:28:39+00:00,2019-04-30T21:28:23+00:00,23.509,,[],office001_2019_raw.jsonl,30,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-30 16:38:27.335854,5cde008ef9af8b123da39231,office001,19-102-260-1633,02,0102,,2019-04-30T16:38:27+00:00,2019-05-01T00:39:13+00:00,2019-04-30T17:33:01+00:00,5.219,,[],office001_2019_raw.jsonl,31,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-04-30 16:03:05.465846,5cde008ef9af8b123da39230,office001,19-102-260-1634,03,0102,,2019-04-30T16:03:05+00:00,2019-05-01T01:44:33+00:00,2019-04-30T21:07:03+00:00,30.94,,[],office001_2019_raw.jsonl,32,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-29 18:23:58.198936,5cdcaf0df9af8b0e47e46fad,office001,19-102-260-1636,06,0102,,2019-04-29T18:23:58+00:00,2019-04-30T01:37:39+00:00,2019-04-29T22:37:01+00:00,13.725,,[],office001_2019_raw.jsonl,33,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-29 16:40:53.257660,5cdcaf0df9af8b0e47e46fac,office001,19-102-260-1633,02,0102,,2019-04-29T16:40:53+00:00,2019-04-30T01:05:34+00:00,2019-04-29T17:31:23+00:00,4.424,,[],office001_2019_raw.jsonl,34,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-04-27 01:07:21.525203,5cd8ba8df9af8b0170d38c6c,office001,19-102-260-1639,05,0102,,2019-04-27T01:07:22+00:00,2019-04-27T01:45:11+00:00,2019-04-27T01:45:03+00:00,3.965,,[],office001_2019_raw.jsonl,35,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-27 00:37:50.327982,5cd8ba8df9af8b0170d38c6b,office001,19-102-260-1640,08,0102,,2019-04-27T00:37:50+00:00,2019-04-27T04:11:53+00:00,2019-04-27T04:00:50+00:00,17.461,,[],office001_2019_raw.jsonl,36,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-04-26 18:44:46.780905,5cd8ba8df9af8b0170d38c6a,office001,19-102-260-1639,05,0102,,2019-04-26T18:44:47+00:00,2019-04-27T01:07:14+00:00,2019-04-27T01:08:12+00:00,37.153,,[],office001_2019_raw.jsonl,37,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-26 16:28:40.635553,5cd8ba8df9af8b0170d38c69,office001,19-102-260-1633,02,0102,,2019-04-26T16:28:41+00:00,2019-04-27T00:01:08+00:00,2019-04-26T17:21:36+00:00,5.029,,[],office001_2019_raw.jsonl,38,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-04-26 16:27:47.614334,5cd8ba8df9af8b0170d38c68,office001,19-102-260-1634,03,0102,,2019-04-26T16:27:48+00:00,2019-04-27T00:08:56+00:00,2019-04-26T21:14:48+00:00,26.609,,[],office001_2019_raw.jsonl,39,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-26 00:21:37.878788,5cd7690df9af8b7c3e70bbb3,office001,19-102-260-1640,08,0102,,2019-04-26T00:21:38+00:00,2019-04-26T03:59:45+00:00,2019-04-26T02:47:53+00:00,13.599,,[],office001_2019_raw.jsonl,40,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-25 21:31:51.195222,5cd7690df9af8b7c3e70bbb2,office001,19-102-260-1640,08,0102,,2019-04-25T21:31:51+00:00,2019-04-25T23:50:26+00:00,2019-04-25T23:50:18+00:00,14.397,,[],office001_2019_raw.jsonl,41,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-25 20:57:18.245363,5cd7690df9af8b7c3e70bbb1,office001,19-102-260-1633,02,0102,,2019-04-25T20:57:18+00:00,2019-04-26T01:13:23+00:00,2019-04-25T21:51:25+00:00,5.194,,[],office001_2019_raw.jsonl,42,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-25 20:32:44.567718,5cd7690df9af8b7c3e70bbb0,office001,19-102-260-1640,08,0102,,2019-04-25T20:32:45+00:00,2019-04-25T21:06:10+00:00,2019-04-25T21:06:02+00:00,3.414,,[],office001_2019_raw.jsonl,43,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1635_2019-04-25 19:18:38.354243,5cd7690df9af8b7c3e70bbaf,office001,19-102-260-1635,01,0102,,2019-04-25T19:18:38+00:00,2019-04-25T20:40:01+00:00,2019-04-25T20:39:52+00:00,5.035,,[],office001_2019_raw.jsonl,44,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-25 18:36:11.519353,5cd7690df9af8b7c3e70bbae,office001,19-102-260-1636,06,0102,,2019-04-25T18:36:12+00:00,2019-04-26T01:13:01+00:00,2019-04-25T21:48:14+00:00,10.415,,[],office001_2019_raw.jsonl,45,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-24 21:07:14.211117,5cd6178ef9af8b78583b1921,office001,19-102-260-1640,08,0102,,2019-04-24T21:07:14+00:00,2019-04-25T03:42:29+00:00,2019-04-25T03:42:13+00:00,40.12,,[],office001_2019_raw.jsonl,46,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-24 18:26:28.296373,5cd6178ef9af8b78583b1920,office001,19-102-260-1636,06,0102,,2019-04-24T18:26:28+00:00,2019-04-25T01:46:59+00:00,2019-04-24T22:47:56+00:00,14.265,,[],office001_2019_raw.jsonl,47,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-24 16:35:26.712745,5cd6178ef9af8b78583b191f,office001,19-102-260-1633,02,0102,,2019-04-24T16:35:27+00:00,2019-04-25T00:42:51+00:00,2019-04-24T17:29:57+00:00,4.738,,[],office001_2019_raw.jsonl,48,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-24 01:01:27.495666,5cd4c60df9af8b748a9403c2,office001,19-102-260-1640,08,0102,,2019-04-24T01:01:27+00:00,2019-04-24T03:54:11+00:00,2019-04-24T03:54:03+00:00,17.778,,[],office001_2019_raw.jsonl,49,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-04-23 16:10:12.749557,5cd4c60df9af8b748a9403c1,office001,19-102-260-1634,03,0102,,2019-04-23T16:10:13+00:00,2019-04-24T01:44:07+00:00,2019-04-23T21:26:35+00:00,32.45,,[],office001_2019_raw.jsonl,50,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-23 16:02:40.405232,5cd4c60df9af8b748a9403c0,office001,19-102-260-1633,02,0102,,2019-04-23T16:02:40+00:00,2019-04-24T00:34:58+00:00,2019-04-23T16:56:43+00:00,5.071,,[],office001_2019_raw.jsonl,51,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-22 18:30:28.872826,5cd3748cf9af8b70b7d4b89b,office001,19-102-260-1636,06,0102,,2019-04-22T18:30:29+00:00,2019-04-22T22:31:12+00:00,2019-04-22T20:37:14+00:00,6.95,,[],office001_2019_raw.jsonl,52,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-22 16:32:49.328555,5cd3748cf9af8b70b7d4b89a,office001,19-102-260-1633,02,0102,,2019-04-22T16:32:49+00:00,2019-04-23T00:51:51+00:00,2019-04-22T19:02:37+00:00,14.007,,[],office001_2019_raw.jsonl,53,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-20 00:58:49.666176,5cd1d4aff9af8b68f0e9674d,office001,19-102-260-1640,08,0102,,2019-04-20T00:58:50+00:00,2019-04-20T04:25:47+00:00,2019-04-20T03:19:26+00:00,14.417,,[],office001_2019_raw.jsonl,54,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-19 18:37:58.461190,5cd1d4aff9af8b68f0e9674c,office001,19-102-260-1636,06,0102,,2019-04-19T18:37:58+00:00,2019-04-20T01:51:27+00:00,2019-04-19T21:47:03+00:00,10.45,,[],office001_2019_raw.jsonl,55,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-04-19 16:53:06.740676,5cd1d4aff9af8b68f0e9674b,office001,19-102-260-1634,03,0102,,2019-04-19T16:53:07+00:00,2019-04-19T22:04:14+00:00,2019-04-19T21:48:55+00:00,27.954,,[],office001_2019_raw.jsonl,56,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-19 16:21:43.938086,5cd1d4aff9af8b68f0e9674a,office001,19-102-260-1633,02,0102,,2019-04-19T16:21:44+00:00,2019-04-19T23:35:20+00:00,2019-04-19T17:30:37+00:00,6.156,,[],office001_2019_raw.jsonl,57,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-04-18 23:40:52.635959,5cd1d4abf9af8b68f0e96749,office001,19-102-260-1638,04,0102,,2019-04-18T23:40:53+00:00,2019-04-19T00:11:25+00:00,2019-04-19T00:11:21+00:00,3.177,,[],office001_2019_raw.jsonl,58,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-18 20:53:55.741203,5cd1d4abf9af8b68f0e96748,office001,19-102-260-1640,08,0102,,2019-04-18T20:53:56+00:00,2019-04-19T04:33:25+00:00,2019-04-19T03:52:49+00:00,34.147,,[],office001_2019_raw.jsonl,59,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-18 19:24:58.575165,5cd1d4abf9af8b68f0e96747,office001,19-102-260-1633,02,0102,,2019-04-18T19:24:59+00:00,2019-04-19T00:09:18+00:00,2019-04-18T19:38:10+00:00,1.236,,[],office001_2019_raw.jsonl,60,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-18 18:19:03.622160,5cd1d4abf9af8b68f0e96746,office001,19-102-260-1636,06,0102,,2019-04-18T18:19:04+00:00,2019-04-19T00:07:02+00:00,2019-04-18T21:35:57+00:00,10.861,,[],office001_2019_raw.jsonl,61,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-04-18 17:10:13.261532,5cd1d4abf9af8b68f0e96745,office001,19-102-260-1638,04,0102,,2019-04-18T17:10:13+00:00,2019-04-18T23:40:49+00:00,2019-04-18T23:41:47+00:00,37.185,,[],office001_2019_raw.jsonl,62,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-18 16:27:30.790007,5cd1d4abf9af8b68f0e96744,office001,19-102-260-1633,02,0102,,2019-04-18T16:27:31+00:00,2019-04-18T18:25:40+00:00,2019-04-18T17:33:46+00:00,5.956,,[],office001_2019_raw.jsonl,63,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-17 18:07:34.093658,5cd1d4a8f9af8b68f0e96743,office001,19-102-260-1636,06,0102,,2019-04-17T18:07:34+00:00,2019-04-18T00:50:03+00:00,2019-04-17T22:10:42+00:00,13.476,,[],office001_2019_raw.jsonl,64,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-17 16:29:48.866359,5cd1d4a8f9af8b68f0e96742,office001,19-102-260-1633,02,0102,,2019-04-17T16:29:49+00:00,2019-04-17T23:54:20+00:00,2019-04-17T17:33:43+00:00,5.715,,[],office001_2019_raw.jsonl,65,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-16 20:32:40.778837,5cd1d4a5f9af8b68f0e96741,office001,19-102-260-1640,08,0102,,2019-04-16T20:32:41+00:00,2019-04-17T04:21:37+00:00,2019-04-17T01:03:43+00:00,25.288,,[],office001_2019_raw.jsonl,66,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-04-16 19:41:55.864394,5cd1d4a5f9af8b68f0e96740,office001,19-102-260-1634,03,0102,,2019-04-16T19:41:56+00:00,2019-04-17T01:22:09+00:00,2019-04-17T01:12:06+00:00,34.537,,[],office001_2019_raw.jsonl,67,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-16 16:28:22.331217,5cd1d4a5f9af8b68f0e9673f,office001,19-102-260-1633,02,0102,,2019-04-16T16:28:22+00:00,2019-04-17T01:06:03+00:00,2019-04-16T17:34:06+00:00,5.914,,[],office001_2019_raw.jsonl,68,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-15 20:36:26.296137,5cd1d4a2f9af8b68f0e9673e,office001,19-102-260-1640,08,0102,,2019-04-15T20:36:26+00:00,2019-04-16T04:02:00+00:00,2019-04-16T04:01:51+00:00,45.371,,[],office001_2019_raw.jsonl,69,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-15 19:03:23.981867,5cd1d4a2f9af8b68f0e9673d,office001,19-102-260-1636,06,0102,,2019-04-15T19:03:24+00:00,2019-04-16T01:21:58+00:00,2019-04-15T21:00:06+00:00,6.388,,[],office001_2019_raw.jsonl,70,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1634_2019-04-15 17:28:55.021953,5cd1d4a2f9af8b68f0e9673c,office001,19-102-260-1634,03,0102,,2019-04-15T17:28:55+00:00,2019-04-15T22:50:42+00:00,2019-04-15T22:50:36+00:00,26.606,,[],office001_2019_raw.jsonl,71,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-15 16:22:13.692426,5cd1d4a2f9af8b68f0e9673b,office001,19-102-260-1633,02,0102,,2019-04-15T16:22:14+00:00,2019-04-16T02:58:57+00:00,2019-04-15T17:29:19+00:00,6.05,,[],office001_2019_raw.jsonl,72,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-13 00:28:51.199120,5cd1d49df9af8b68f0e9673a,office001,19-102-260-1640,08,0102,,2019-04-13T00:28:51+00:00,2019-04-13T03:49:58+00:00,2019-04-13T03:13:50+00:00,17.433,,[],office001_2019_raw.jsonl,73,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1639_2019-04-12 20:52:35.380066,5cd1d49df9af8b68f0e96739,office001,19-102-260-1639,05,0102,,2019-04-12T20:52:35+00:00,2019-04-13T02:12:31+00:00,2019-04-13T01:32:54+00:00,29.194,,[],office001_2019_raw.jsonl,74,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-12 20:31:48.663591,5cd1d49df9af8b68f0e96738,office001,19-102-260-1636,06,0102,,2019-04-12T20:31:49+00:00,2019-04-12T21:50:14+00:00,2019-04-12T21:50:09+00:00,4.396,,[],office001_2019_raw.jsonl,75,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1638_2019-04-12 18:14:28.591341,5cd1d49df9af8b68f0e96737,office001,19-102-260-1638,04,0102,,2019-04-12T18:14:29+00:00,2019-04-12T19:38:37+00:00,2019-04-12T19:38:32+00:00,8.404,,[],office001_2019_raw.jsonl,76,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1633_2019-04-12 16:18:16.309910,5cd1d49df9af8b68f0e96736,office001,19-102-260-1633,02,0102,,2019-04-12T16:18:16+00:00,2019-04-12T23:50:04+00:00,2019-04-12T17:24:28+00:00,5.967,,[],office001_2019_raw.jsonl,77,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1640_2019-04-11 22:38:23.892712,5cd1d49bf9af8b68f0e96735,office001,19-102-260-1640,08,0102,,2019-04-11T22:38:24+00:00,2019-04-12T03:07:53+00:00,2019-04-12T03:03:16+00:00,24.24,,[],office001_2019_raw.jsonl,78,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
19_102_260_1636_2019-04-11 20:13:25.505092,5cd1d49bf9af8b68f0e96734,office001,19-102-260-1636,06,0102,,2019-04-11T20:13:25+00:00,2019-04-12T02:37:39+00:00,2019-04-11T21:41:37+00:00,4.8,,[],office001_2019_raw.jsonl,79,2019-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,False
