timestamp_utc,context,attempt,requested_url,status_code,content_type,response_bytes,elapsed_seconds,response_preview,outcome
2026-08-17T00:41:40.407319+00:00,caltech:2019-01-08:2019-01-15:page4,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2008%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=4",200,application/json,17583,0.23052040099992155,"{""_items"": [{""_id"": ""5c4e5b2df9af8b5496d1c7e1"", ""userInputs"": null, ""sessionID"": ""2_39_126_20_2019-01-11 20:58:58.682313"", ""stationID"": ""2-39-126-20"", ""spaceID"": ""CA-310"", ""siteID"": ""0002"", ""clusterID"": ""0039"", ""connectionTime"": ""Fri, 11 Jan 2019 20:58:59 GMT"", ""disconnectTime"": ""Sat, 12 Jan 2019 00",success
2026-08-17T00:41:41.069020+00:00,caltech:2019-01-08:2019-01-15:page5,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2008%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=5",200,application/json,17823,0.4074457799997617,"{""_items"": [{""_id"": ""5c4e5b2df9af8b5496d1c7c8"", ""userInputs"": [{""userID"": 1007, ""milesRequested"": 40, ""WhPerMile"": 400, ""minutesAvailable"": 132, ""modifiedAt"": ""Fri, 11 Jan 2019 15:27:01 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Jan 2019 17:38:02 GMT"", ""kWhRequested"": 16.0}], ""ses",success
2026-08-17T00:41:41.556065+00:00,caltech:2019-01-08:2019-01-15:page6,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2008%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=6",200,application/json,16414,0.2291220400002203,"{""_items"": [{""_id"": ""5c4d09b0f9af8b5043487150"", ""userInputs"": [{""userID"": 1095, ""milesRequested"": 30, ""WhPerMile"": 475, ""minutesAvailable"": 350, ""modifiedAt"": ""Thu, 10 Jan 2019 18:12:48 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 11 Jan 2019 00:02:40 GMT"", ""kWhRequested"": 14.25}], ""se",success
2026-08-17T00:41:42.217485+00:00,caltech:2019-01-08:2019-01-15:page7,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2008%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=7",200,application/json,18281,0.4065996869994706,"{""_items"": [{""_id"": ""5c4bb831f9af8b4bfee1adec"", ""userInputs"": [{""userID"": 777, ""milesRequested"": 40, ""WhPerMile"": 600, ""minutesAvailable"": 180, ""modifiedAt"": ""Wed, 09 Jan 2019 21:49:57 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 10 Jan 2019 00:48:11 GMT"", ""kWhRequested"": 24.0}], ""sess",success
2026-08-17T00:41:42.709631+00:00,caltech:2019-01-08:2019-01-15:page8,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2008%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=8",200,application/json,16655,0.23690246300066065,"{""_items"": [{""_id"": ""5c4bb831f9af8b4bfee1add3"", ""userInputs"": null, ""sessionID"": ""2_39_79_379_2019-01-09 16:27:08.729077"", ""stationID"": ""2-39-79-379"", ""spaceID"": ""CA-327"", ""siteID"": ""0002"", ""clusterID"": ""0039"", ""connectionTime"": ""Wed, 09 Jan 2019 16:27:09 GMT"", ""disconnectTime"": ""Thu, 10 Jan 2019 02",success
2026-08-17T00:41:43.210188+00:00,caltech:2019-01-08:2019-01-15:page9,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2008%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=9",200,application/json,16250,0.24381677099972876,"{""_items"": [{""_id"": ""5c4a66b5f9af8b4799751649"", ""userInputs"": null, ""sessionID"": ""2_39_79_383_2019-01-08 17:49:37.783470"", ""stationID"": ""2-39-79-383"", ""spaceID"": ""CA-492"", ""siteID"": ""0002"", ""clusterID"": ""0039"", ""connectionTime"": ""Tue, 08 Jan 2019 17:49:38 GMT"", ""disconnectTime"": ""Wed, 09 Jan 2019 03",success
2026-08-17T00:41:44.948399+00:00,caltech:2019-01-15:2019-01-22:page1,1,https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E%3D%22Tue%2C+15+Jan+2019+00%3A00%3A00+GMT%22+and+connectionTime%3C%22Tue%2C+22+Jan+2019+00%3A00%3A00+GMT%22+and+kWhDelivered%3E%3D0.0&sort=-connectionTime,200,application/json,20137,0.7317074379998303,"{""_items"": [{""_id"": ""5c5b8a22f9af8b039c678508"", ""userInputs"": [{""userID"": 1091, ""milesRequested"": 30, ""WhPerMile"": 333, ""minutesAvailable"": 74, ""modifiedAt"": ""Mon, 21 Jan 2019 23:50:11 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 22 Jan 2019 01:03:44 GMT"", ""kWhRequested"": 9.99}], ""sess",success
2026-08-17T00:41:45.675694+00:00,caltech:2019-01-15:2019-01-22:page2,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=2",200,application/json,20584,0.4679864190002263,"{""_items"": [{""_id"": ""5c5a389ff9af8b7f425a0b10"", ""userInputs"": [{""userID"": 1346, ""milesRequested"": 80, ""WhPerMile"": 400, ""minutesAvailable"": 76, ""modifiedAt"": ""Sun, 20 Jan 2019 17:46:22 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sun, 20 Jan 2019 19:01:26 GMT"", ""kWhRequested"": 32.0}, {""user",success
2026-08-17T00:41:46.364013+00:00,caltech:2019-01-15:2019-01-22:page3,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=3",200,application/json,18297,0.4274489760000506,"{""_items"": [{""_id"": ""5c5795b2f9af8b78a3bcf152"", ""userInputs"": [{""userID"": 1231, ""milesRequested"": 100, ""WhPerMile"": 450, ""minutesAvailable"": 464, ""modifiedAt"": ""Sat, 19 Jan 2019 04:29:34 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 19 Jan 2019 12:09:52 GMT"", ""kWhRequested"": 45.0}, {""us",success
2026-08-17T00:41:47.016634+00:00,caltech:2019-01-15:2019-01-22:page4,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=4",200,application/json,18050,0.3996676739998293,"{""_items"": [{""_id"": ""5c5795b2f9af8b78a3bcf139"", ""userInputs"": [{""userID"": 743, ""milesRequested"": 20, ""WhPerMile"": 400, ""minutesAvailable"": 415, ""modifiedAt"": ""Fri, 18 Jan 2019 18:11:38 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 19 Jan 2019 01:06:20 GMT"", ""kWhRequested"": 8.0}], ""sessi",success
2026-08-17T00:41:47.688963+00:00,caltech:2019-01-15:2019-01-22:page5,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=5",200,application/json,18744,0.4150245749997339,"{""_items"": [{""_id"": ""5c564430f9af8b74f28c2ae4"", ""userInputs"": [{""userID"": 1108, ""milesRequested"": 30, ""WhPerMile"": 400, ""minutesAvailable"": 171, ""modifiedAt"": ""Fri, 18 Jan 2019 03:11:39 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Fri, 18 Jan 2019 06:02:32 GMT"", ""kWhRequested"": 12.0}], ""ses",success
2026-08-17T00:41:48.192874+00:00,caltech:2019-01-15:2019-01-22:page6,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=6",200,application/json,17584,0.23279075600021315,"{""_items"": [{""_id"": ""5c564430f9af8b74f28c2acb"", ""userInputs"": [{""userID"": 567, ""milesRequested"": 20, ""WhPerMile"": 333, ""minutesAvailable"": 185, ""modifiedAt"": ""Thu, 17 Jan 2019 17:12:36 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 17 Jan 2019 20:17:25 GMT"", ""kWhRequested"": 6.66}], ""sess",success
2026-08-17T00:41:48.858391+00:00,caltech:2019-01-15:2019-01-22:page7,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=7",200,application/json,17814,0.41169807500045863,"{""_items"": [{""_id"": ""5c54f2b5f9af8b71c441bfd6"", ""userInputs"": [{""userID"": 1083, ""milesRequested"": 20, ""WhPerMile"": 400, ""minutesAvailable"": 263, ""modifiedAt"": ""Wed, 16 Jan 2019 20:29:51 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 17 Jan 2019 00:51:33 GMT"", ""kWhRequested"": 8.0}], ""sess",success
2026-08-17T00:41:49.517120+00:00,caltech:2019-01-15:2019-01-22:page8,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=8",200,application/json,19448,0.4026430590001837,"{""_items"": [{""_id"": ""5c54f2b5f9af8b71c441bfbd"", ""userInputs"": [{""userID"": 562, ""milesRequested"": 20, ""WhPerMile"": 350, ""minutesAvailable"": 234, ""modifiedAt"": ""Wed, 16 Jan 2019 16:39:03 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 16 Jan 2019 20:32:49 GMT"", ""kWhRequested"": 7.0}], ""sessi",success
2026-08-17T00:41:49.975311+00:00,caltech:2019-01-15:2019-01-22:page9,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=9",200,application/json,16658,0.201812450000034,"{""_items"": [{""_id"": ""5c53a136f9af8b6d3610f438"", ""userInputs"": [{""userID"": 515, ""milesRequested"": 150, ""WhPerMile"": 250, ""minutesAvailable"": 453, ""modifiedAt"": ""Tue, 15 Jan 2019 20:11:03 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Wed, 16 Jan 2019 03:42:38 GMT"", ""kWhRequested"": 37.5}], ""ses",success
2026-08-17T00:41:50.428482+00:00,caltech:2019-01-15:2019-01-22:page10,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2015%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=10",200,application/json,13173,0.1984520629994222,"{""_items"": [{""_id"": ""5c53a136f9af8b6d3610f41f"", ""userInputs"": [{""userID"": 1126, ""milesRequested"": 80, ""WhPerMile"": 250, ""minutesAvailable"": 418, ""modifiedAt"": ""Tue, 15 Jan 2019 16:46:11 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 15 Jan 2019 23:43:57 GMT"", ""kWhRequested"": 20.0}], ""ses",success
2026-08-17T00:41:52.118957+00:00,caltech:2019-01-22:2019-01-29:page1,1,https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E%3D%22Tue%2C+22+Jan+2019+00%3A00%3A00+GMT%22+and+connectionTime%3C%22Tue%2C+29+Jan+2019+00%3A00%3A00+GMT%22+and+kWhDelivered%3E%3D0.0&sort=-connectionTime,200,application/json,18745,0.685438903999966,"{""_items"": [{""_id"": ""5c64c4aef9af8b21b24d5745"", ""userInputs"": [{""userID"": 562, ""milesRequested"": 10, ""WhPerMile"": 350, ""minutesAvailable"": 214, ""modifiedAt"": ""Mon, 28 Jan 2019 21:44:04 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 29 Jan 2019 01:17:16 GMT"", ""kWhRequested"": 3.5}], ""sessi",success
2026-08-17T00:41:52.803740+00:00,caltech:2019-01-22:2019-01-29:page2,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2029%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=2",200,application/json,23425,0.4267381749996275,"{""_items"": [{""_id"": ""5c64c4aef9af8b21b24d572c"", ""userInputs"": [{""userID"": 234, ""milesRequested"": 160, ""WhPerMile"": 250, ""minutesAvailable"": 582, ""modifiedAt"": ""Mon, 28 Jan 2019 15:32:26 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Tue, 29 Jan 2019 01:14:17 GMT"", ""kWhRequested"": 40.0}], ""ses",success
2026-08-17T00:41:53.481894+00:00,caltech:2019-01-22:2019-01-29:page3,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2029%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=3",200,application/json,21056,0.42118534300061583,"{""_items"": [{""_id"": ""5c6221a6f9af8b17e68695bf"", ""userInputs"": [{""userID"": 1214, ""milesRequested"": 180, ""WhPerMile"": 250, ""minutesAvailable"": 323, ""modifiedAt"": ""Sat, 26 Jan 2019 18:36:10 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 26 Jan 2019 23:58:13 GMT"", ""kWhRequested"": 45.0}], ""se",success
2026-08-17T00:41:53.977227+00:00,caltech:2019-01-22:2019-01-29:page4,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2029%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=4",200,application/json,17828,0.23643286300011823,"{""_items"": [{""_id"": ""5c60d02df9af8b149d7da383"", ""userInputs"": [{""userID"": 248, ""milesRequested"": 160, ""WhPerMile"": 250, ""minutesAvailable"": 532, ""modifiedAt"": ""Fri, 25 Jan 2019 18:09:57 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Sat, 26 Jan 2019 03:01:00 GMT"", ""kWhRequested"": 40.0}], ""ses",success
2026-08-17T00:41:54.475123+00:00,caltech:2019-01-22:2019-01-29:page5,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2029%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=5",200,application/json,16201,0.23932340099963767,"{""_items"": [{""_id"": ""5c5f7eb1f9af8b115cf6126d"", ""userInputs"": [{""userID"": 1124, ""milesRequested"": 20, ""WhPerMile"": 400, ""minutesAvailable"": 5, ""modifiedAt"": ""Thu, 24 Jan 2019 21:13:51 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 24 Jan 2019 21:18:46 GMT"", ""kWhRequested"": 8.0}], ""sessio",success
2026-08-17T00:41:55.130487+00:00,caltech:2019-01-22:2019-01-29:page6,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2029%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=6",200,application/json,18283,0.4004886370003078,"{""_items"": [{""_id"": ""5c5f7eb1f9af8b115cf61254"", ""userInputs"": [{""userID"": 562, ""milesRequested"": 20, ""WhPerMile"": 350, ""minutesAvailable"": 191, ""modifiedAt"": ""Thu, 24 Jan 2019 16:48:51 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 24 Jan 2019 19:59:27 GMT"", ""kWhRequested"": 7.0}, {""userI",success
2026-08-17T00:41:55.619033+00:00,caltech:2019-01-22:2019-01-29:page7,1,"https://ev.caltech.edu/api/v1/sessions/caltech?where=connectionTime%3E=%22Tue,%2022%20Jan%202019%2000:00:00%20GMT%22%20and%20connectionTime%3C%22Tue,%2029%20Jan%202019%2000:00:00%20GMT%22%20and%20kWhDelivered%3E=0.0&sort=-connectionTime&page=7",200,application/json,16669,0.23108388499986177,"{""_items"": [{""_id"": ""5c5e2d36f9af8b0e60dfd621"", ""userInputs"": [{""userID"": 1083, ""milesRequested"": 20, ""WhPerMile"": 400, ""minutesAvailable"": 291, ""modifiedAt"": ""Wed, 23 Jan 2019 20:34:49 GMT"", ""paymentRequired"": true, ""requestedDeparture"": ""Thu, 24 Jan 2019 01:25:05 GMT"", ""kWhRequested"": 8.0}], ""sess",success
